   x      u
0.8208208208 -0.1813921630
0.8218218218 -0.1803858783
0.8228228228 -0.1793795665
0.8238238238 -0.1783732280
0.8248248248 -0.1773668631
0.8258258258 -0.1763604719
0.8268268268 -0.1753540547
0.8278278278 -0.1743476118
0.8288288288 -0.1733411435
0.8298298298 -0.1723346500
0.8308308308 -0.1713281315
0.8318318318 -0.1703215884
0.8328328328 -0.1693150208
0.8338338338 -0.1683084290
0.8348348348 -0.1673018132
0.8358358358 -0.1662951737
0.8368368368 -0.1652885107
0.8378378378 -0.1642818245
0.8388388388 -0.1632751152
0.8398398398 -0.1622683831
0.8408408408 -0.1612616285
0.8418418418 -0.1602548515
0.8428428428 -0.1592480524
0.8438438438 -0.1582412314
0.8448448448 -0.1572343888
0.8458458458 -0.1562275246
0.8468468468 -0.1552206392
0.8478478478 -0.1542137328
0.8488488488 -0.1532068055
0.8498498498 -0.1521998576
0.8508508509 -0.1511928893
0.8518518519 -0.1501859008
0.8528528529 -0.1491788923
0.8538538539 -0.1481718639
0.8548548549 -0.1471648159
0.8558558559 -0.1461577486
0.8568568569 -0.1451506619
0.8578578579 -0.1441435563
0.8588588589 -0.1431364318
0.8598598599 -0.1421292886
0.8608608609 -0.1411221270
0.8618618619 -0.1401149471
0.8628628629 -0.1391077490
0.8638638639 -0.1381005331
0.8648648649 -0.1370932994
0.8658658659 -0.1360860481
0.8668668669 -0.1350787794
0.8678678679 -0.1340714935
0.8688688689 -0.1330641906
0.8698698699 -0.1320568707
0.8708708709 -0.1310495342
0.8718718719 -0.1300421811
0.8728728729 -0.1290348116
0.8738738739 -0.1280274259
0.8748748749 -0.1270200242
0.8758758759 -0.1260126065
0.8768768769 -0.1250051731
0.8778778779 -0.1239977242
0.8788788789 -0.1229902598
0.8798798799 -0.1219827801
0.8808808809 -0.1209752853
0.8818818819 -0.1199677755
0.8828828829 -0.1189602510
0.8838838839 -0.1179527117
0.8848848849 -0.1169451579
0.8858858859 -0.1159375897
0.8868868869 -0.1149300073
0.8878878879 -0.1139224108
0.8888888889 -0.1129148003
0.8898898899 -0.1119071761
0.8908908909 -0.1108995381
0.8918918919 -0.1098918866
0.8928928929 -0.1088842216
0.8938938939 -0.1078765434
0.8948948949 -0.1068688521
0.8958958959 -0.1058611477
0.8968968969 -0.1048534305
0.8978978979 -0.1038457005
0.8988988989 -0.1028379579
0.8998998999 -0.1018302027
0.9009009009 -0.1008224352
0.9019019019 -0.0998146555
0.9029029029 -0.0988068636
0.9039039039 -0.0977990597
0.9049049049 -0.0967912439
0.9059059059 -0.0957834163
0.9069069069 -0.0947755771
0.9079079079 -0.0937677263
0.9089089089 -0.0927598641
0.9099099099 -0.0917519906
0.9109109109 -0.0907441059
0.9119119119 -0.0897362101
0.9129129129 -0.0887283033
0.9139139139 -0.0877203857
0.9149149149 -0.0867124573
0.9159159159 -0.0857045183
0.9169169169 -0.0846965687
0.9179179179 -0.0836886086
0.9189189189 -0.0826806383
0.9199199199 -0.0816726576
0.9209209209 -0.0806646669
0.9219219219 -0.0796566661
0.9229229229 -0.0786486554
0.9239239239 -0.0776406349
0.9249249249 -0.0766326046
0.9259259259 -0.0756245647
0.9269269269 -0.0746165153
0.9279279279 -0.0736084564
0.9289289289 -0.0726003881
0.9299299299 -0.0715923106
0.9309309309 -0.0705842239
